"","Nazwa_Oferty","ID_Oferta","Marka","Model","Cena_Brutto","Rodzaj_Napedu","Typ_Skrzynia","Pojemnosc_Silnika","Typ_Paliwa","Zuzycie_Paliwa_na_100km","Emisja_CO2","Klasa_Emisji","Przebieg_Km","Pierwsza_Rejestracja","Poprzedni_wlasciciel","Kraj","Typ_Sprzedawcy","Moc_Silnika","Liczba_Zdjec","Wyposazenie","Liczba_elementow_wyposazenia"
"1616","BMW 118 d 110 kW","48310195","BMW","118",157049,"4x2","Automat","1995","Diesel","4","115","Euro 6d","5831","3/2021","1","Niemcy","Dealer","110",20,"ABS,ESP,Alarm,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,Klimatyzacja automatyczna,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Tylna wycieraczka,Zamek centralny,Czujnik wycieraczek",32
"1617","Mercedes-Benz A 220 4Matic 140 kW","48293557","Mercedes-Benz","A 220",175749,"4x4","Automat","1991","Benzyna","6.3","159","Euro 6d-TEMP","14855","7/2020","1","Niemcy","Dealer","140",13,"ABS,ESP,System ochrony pieszych,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Bluetooth,USB,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,£opatki przy kierownicy,Tempomat,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia",32
"1618","BMW 525 d Touring 170 kW","48267555","BMW","525",173299,"4x2","Automat","1995","Diesel","5.1","134","Euro 6c","59949","9/2017","U¿ywany","Niemcy","Dealer","170",15,"ABS,ESP,Alarm,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Zap³on bezkluczykowy,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,Zintegrowany streaming muzyki,USB,Kontrola g³osowa,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Dach panoramiczny,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,System doœwietlania zakrêtów,Oœwietlenie ambientowe,Podgrzewana kierownica,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,Ogrzewanie postojowe",42
"1619","Hyundai Santa Fe 2.2 CRDi 4WD SEVEN 149 kW","48282375","Hyundai","Santa Fe",167499,"4x4","Automat","2199","Diesel","7","174","Brak klasy emisji","70712","1/2019","U¿ywany","Belgia","Dealer","149",5,"ABS,ESP,Alarm,Wspomaganie kierownicy,Komputer pok³adowy,Zamek centralny,Przyciemniane szyby,Kierownica wielofunkcyjna,Klimatyzacja manualna,Tempomat",10
"1620","Volkswagen T-Cross 1.0 TSI OPF DSG 81 kW","48289148","Volkswagen","T-Cross",117999,"4x2","Automat","999","Benzyna","5","111","Euro 6d-TEMP","14855","5/2021","U¿ywany","Niemcy","Dealer","81",19,"ABS,ESP,System ochrony pieszych,Alarm,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Bluetooth,Radio,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek",30
"1621","Kia Sportage T-GDI AWD 130 kW","48287632","Kia","Sportage",118899,"4x4","Automat","1995","Benzyna","5.9","156","Euro 6","60000","1/2017","1","Niemcy","Komis","130",26,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Wyjœcie AUX,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Reflektory adaptacyjne,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Podgrzewane lusterka,Zamek centralny,Czujnik wycieraczek,Demontowany hak holowniczy,Pod³okietnik z przodu,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Tempomat",31
"1622","Mazda CX-5 160 Drive AWD Exclusive-Line 118 kW","48300101","Mazda","CX-5",123249,"4x4","Automat","2000","Benzyna","7","155","Brak klasy emisji","65600","8/2017","2","Niemcy","Dealer","118",20,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Immobiliser,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Radio,Wyjœcie AUX,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sk³adane siedzenia tylne,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Podgrzewane lusterka,Atermiczna szyba przednia,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek,System doœwietlania zakrêtów,Tempomat",36
"1623","Alfa Romeo Giulietta 2.0 20V TCT 125 kW","48270408","Alfa Romeo","Giulietta",124649,"4x2","Automat","1956","Diesel","5","144","Euro 6","23259","8/2020","U¿ywany","Francja","Dealer","125",21,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik ciœnienia w oponach,Czujniki parkowania,Wyjœcie AUX,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Felgi aluminiowe,Œwiat³a do jazdy dziennej,Œwiat³a automatyczne,Tylna wycieraczka,Podgrzewane lusterka,Atermiczna szyba przednia,Zamek centralny,Przyciemniane szyby,Tempomat,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,Sk³adane siedzenia tylne,Klimatyzowana skrytka,Dzielone siedzenia tylne ,Regulowana kierownica",30
"1624","Ford S-Max 2.0 EcoBlue 140 kW","48272408","Ford","S-Max",131499,"4x2","Automat","1995","Diesel","5.2","136","Euro 6d-TEMP","98956","10/2018","1","Niemcy","Komis","140",30,"ABS,ESP,Alarm,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Zap³on bezkluczykowy,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,Wyjœcie AUX,USB,Kontrola g³osowa,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Oœwietlenie ambientowe,Podgrzewana kierownica,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,Regulowana kierownica,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Reflektory adaptacyjne,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Podgrzewane lusterka,Podgrzewana przednia szyba,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek,Demontowany hak holowniczy,£opatki przy kierownicy",45
"1625","BMW 530 d Touring xDrive Automatic 190 kW","48295794","BMW","530",129399,"4x4","Automat","2993","Diesel","5.3","140","Euro 6","138000","8/2016","2","Niemcy","Komis","190",24,"ABS,ESP,Alarm,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,Wyjœcie AUX,USB,Kontrola g³osowa,Sterowanie bram¹ gara¿ow¹,Nawigacja,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Dach panoramiczny,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Elektryczne domykanie drzwi,Œwiat³a do jazdy dziennej,Tylna wycieraczka,Podgrzewane lusterka,Zamek centralny,Czujnik wycieraczek,Demontowany hak holowniczy,Oœwietlenie ambientowe,Podgrzewana kierownica,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,Ogrzewanie postojowe,£opatki przy kierownicy",46
"1626","Audi A3 150 kW","48287945","Audi","A3",138349,"4x2","Automat","1395","Hybryda","1.8","41","Euro 6","13216","6/2020","1","Niemcy","Dealer","150",6,"ABS,ESP,System ochrony pieszych,Asystent hamowania (EBA, BAS),Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Wyjœcie AUX,USB,Komputer pok³adowy,Radio samochodowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Zamek centralny na pilota,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach",20
"1627","Volkswagen Touran 2.0 TDI SCR DSG Highline 110 kW","48274924","Volkswagen","Touran",136349,"4x2","Automat","1968","Diesel","4.5","118","Euro 6d-TEMP","72259","8/2020","1","Niemcy","Komis","110",20,"ABS,ESP,Alarm,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Bluetooth,Radio,Wyjœcie AUX,USB,Kontrola g³osowa,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Klimatyzowana skrytka,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Reflektory adaptacyjne,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Podgrzewana przednia szyba,Zamek centralny,Czujnik wycieraczek,Sprzêg przyczepy",39
"1628","BMW X1 141 kW","48297176","BMW","X1",141299,"4x2","Automat","1998","Benzyna","6","136","Euro 6","28612","1/2019","1","Niemcy","Dealer","141",11,"ABS,ESP,System ochrony pieszych,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Bluetooth,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Tempomat",26
"1629","BMW X1 20d 140 kW","48275139","BMW","X1",150949,"4x4","Automat","1995","Diesel","4.8","159","Euro 6d-TEMP","98450","4/2019","1","Niemcy","Dealer","140",15,"ABS,ESP,Alarm,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Wyjœcie AUX,USB,Nawigacja,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Atermiczna szyba przednia,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek,Demontowany hak holowniczy",34
"1630","Volkswagen Passat Variant 2.0 TDI Business 110 kW","48304699","Volkswagen","Passat",165899,"4x2","Automat","1968","Diesel","4.2","110","Euro 6d","26400","6/2021","1","Niemcy","Dealer","110",16,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Bluetooth,Radio,USB,Komputer pok³adowy,Radio samochodowe,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Przyciemniane szyby,System doœwietlania zakrêtów,Sprzêg przyczepy,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach",29
"1631","Audi A4 Avant 40 TDI S advanced 140 kW","48259284","Audi","A4",182649,"4x2","Automat","1968","Diesel","4.2","111","Euro 6d-TEMP","20800","8/2020","1","Niemcy","Dealer","140",19,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,£opatki przy kierownicy,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Demontowany hak holowniczy",31
"1632","BMW 320 d 140 kW","48278507","BMW","320",192749,"4x2","Automat","1995","Diesel","4.1","129","Euro 6d","4497","6/2020","1","Niemcy","Dealer","140",14,"ABS,ESP,Alarm,System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Kamera parkowania,Czujniki parkowania przód/ty³,Komputer pok³adowy,ISOFIX na tylnych siedzeniach,Klimatyzacja automatyczna,Ogrzewanie postojowe,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny",18
"1633","Opel Crossland X 1.2 Automatic 96 kW","48295129","Opel","Crossland X",103199,"4x2","Automat","1199","Benzyna","5.6","146","Euro 6","17500","2/2021","U¿ywany","Francja","Dealer","96",6,"ABS,ESP,Asystent hamowania (EBA, BAS),Czujnik ciœnienia w oponach,Czujniki parkowania,Ekran dotykowy,Komputer pok³adowy,Podgrzewane lusterka,Zamek centralny,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,Tempomat",14
"1634","Opel Insignia Grand Sport 1.5 Direct Automatic 121 kW","48311489","Opel","Insignia",115099,"4x2","Automat","1490","Benzyna","5.3","154","Euro 6","500","4/2020","U¿ywany","Francja","Dealer","121",20,"ABS,ESP,Asystent hamowania (EBA, BAS),System start-stop,Czujnik ciœnienia w oponach,Czujniki parkowania,Wyjœcie AUX,USB,Ekran dotykowy,Komputer pok³adowy,Felgi aluminiowe,Œwiat³a do jazdy dziennej,Podgrzewane lusterka,Zamek centralny,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,Sk³adane siedzenia tylne,Klimatyzowana skrytka,Dzielone siedzenia tylne ,Regulowana kierownica,Tempomat",24
"1635","Toyota Corolla Business Edition 90 kW","48277723","Toyota","Corolla",123099,"4x2","Automat","1798","Hybryda","3.3","76","Euro 6","6000","8/2021","Samochód demonstracyjny","Niemcy","Dealer","90",16,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Bluetooth,Radio,Ekran dotykowy,Komputer pok³adowy,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek",26
"1636","Volkswagen Caddy Combi 1.4 TSI 96 kW","48302224","Volkswagen","Caddy",123599,"4x2","Manual","1395","Benzyna","6.6","150","Euro 6d-TEMP","25600","1/2020","1","Niemcy","Dealer","96",6,"ABS,ESP,System start-stop,Wspomaganie kierownicy,Immobiliser,Czujnik ciœnienia w oponach,Wyjœcie AUX,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Œwiat³a do jazdy dziennej,Zamek centralny,Demontowany hak holowniczy,Pod³okietnik z przodu,Skórzana kierownica,Klimatyzacja manualna,Tempomat",19
"1637","Toyota Corolla 90 kW","48304201","Toyota","Corolla",123899,"4x2","Automat","1798","Hybryda","3.3","76","Euro 6d-TEMP","18600","4/2021","1","Niemcy","Dealer","90",20,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Radio,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek",27
"1638","Peugeot 5008 180 EAT6 133 kW","48269678","Peugeot","5008",123999,"4x2","Automat","1997","Diesel","4.8","124","Euro 6","92148","10/2017","1","Niemcy","Dealer","133",24,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Radio,Kontrola g³osowa,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Tylna wycieraczka,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek,System doœwietlania zakrêtów,Demontowany hak holowniczy,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Klimatyzacja automatyczna",34
"1639","Jeep Compass 2.0 125 kW","48286538","Jeep","Compass",128549,"4x4","Automat","1956","Diesel","5.7","148","Euro 6","35700","12/2017","U¿ywany","Niemcy","Dealer","125",14,"ABS,ESP,Alarm,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Radio,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Oœwietlenie ambientowe,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Regulowana kierownica,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Podgrzewane lusterka,Zamek centralny,System doœwietlania zakrêtów,Reflektory ksenonowe,Tempomat",32
"1640","Volkswagen Golf 2.0 TDI SCR DSG 110 kW","48307278","Volkswagen","Golf",135899,"4x2","Automat","1968","Diesel","3.9","102","Euro 6d","23200","6/2021","U¿ywany","Niemcy","Dealer","110",10,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Bluetooth,Radio,USB,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Oœwietlenie ambientowe,Podgrzewana kierownica,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,£opatki przy kierownicy,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Sprzêg przyczepy",33
"1641","BMW 330 d xDrive 190 kW","48304443","BMW","330",143099,"4x4","Automat","2993","Diesel","5.7","151","Euro 6","107265","10/2018","1","Niemcy","Dealer","190",15,"ABS,ESP,System start-stop,Wspomaganie kierownicy,Immobiliser,Komputer pok³adowy,Radio samochodowe,Felgi aluminiowe,Œwiat³a do jazdy dziennej,Zamek centralny,Sprzêg przyczepy,Pod³okietnik z przodu,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Tempomat",15
"1642","Seat Leon 5D 1.5 DSG Xcellence 110 kW","48278061","Seat","Leon",143699,"4x2","Automat","1498","Hybryda","5","117","Euro 6","2089","6/2021","U¿ywany","Francja","Dealer","110",14,"",1
"1643","Lexus UX 136 kW","48282090","Lexus","UX",167449,"4x4","Automat","1987","Hybryda","6","136","Euro 6","13720","12/2020","U¿ywany","Francja","Dealer","136",21,"Alarm,Czujnik ciœnienia w oponach,USB,Komputer pok³adowy,Odtwarzacz CD,Felgi aluminiowe,Przyciemniane szyby,Skórzana kierownica,Sk³adane siedzenia tylne,Regulowana kierownica,Klimatyzacja,Tempomat",12
"1644","BMW 530 i Touring Sport Line 185 kW","48295060","BMW","530",167499,"4x2","Automat","1998","Benzyna","6","141","Brak klasy emisji","74160","8/2018","U¿ywany","Belgia","Dealer","185",15,"ABS,ESP,System start-stop,Immobiliser,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Wyjœcie AUX,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Zamek centralny na pilota,Czujnik wycieraczek,Przyciemniane szyby,£opatki przy kierownicy,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,Klimatyzacja automatyczna",25
"1645","Hyundai Santa Fe 2.2 CRDi 4WD SEVEN 149 kW","48279317","Hyundai","Santa Fe",167499,"4x4","Automat","2199","Diesel","7","174","Brak klasy emisji","70712","1/2019","U¿ywany","Francja","Dealer","149",5,"ABS,ESP,Alarm,Wspomaganie kierownicy,Komputer pok³adowy,Zamek centralny,Przyciemniane szyby,Kierownica wielofunkcyjna,Klimatyzacja manualna,Tempomat",10
"1646","Mercedes-Benz E 220 d Exclusive 143 kW","48316239","Mercedes-Benz","E 220",167749,"4x2","Automat","1950","Diesel","4.3","112","Euro 6","43481","7/2017","U¿ywany","Francja","Dealer","143",9,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania 360°,Czujniki parkowania przód/ty³,Bluetooth,Komputer pok³adowy,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z przodu,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Dzielone siedzenia tylne ,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,System doœwietlania zakrêtów,Tempomat",28
"1647","BMW X1 110 kW","48301703","BMW","X1",182099,"4x2","Automat","1995","Diesel","4.3","114","Euro 6","15519","1/2021","U¿ywany","Niemcy","Dealer","110",7,"ABS,ESP,Funkcja Auto Hold,System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Radio,USB,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Demontowany hak holowniczy,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Klimatyzacja automatyczna,Tempomat",26
"1648","Mercedes-Benz A 45 AMG 4Matic 7G-DCT 280 kW","48292209","Mercedes-Benz","A 45 AMG",176999,"4x4","Automat","1991","Benzyna","7.3","171","Euro 6","84409","4/2017","2","Niemcy","Dealer","280",14,"Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik wycieraczek,Oœwietlenie ambientowe,Skórzana kierownica,Klimatyzacja automatyczna,Tempomat",9
"1649","BMW 320 d xDrive Sport Line 140 kW","48270131","BMW","320",187549,"4x4","Automat","1995","Diesel","4.6","121","Euro 6","31935","11/2019","1","Niemcy","Dealer","140",13,"ABS,ESP,System ochrony pieszych,Alarm,System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,USB,Komputer pok³adowy,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Ogrzewanie postojowe,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny",23
"1650","Volkswagen Passat 2.0 TDI SCR 4Motion DSG Business 140 kW","48317044","Volkswagen","Passat",196849,"4x4","Automat","1968","Diesel","4.6","120","Euro 6","19891","3/2020","1","Niemcy","Dealer","140",16,"ABS,ESP,System ochrony pieszych,Alarm,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Kamera parkowania 360°,Czujniki parkowania przód/ty³,Bluetooth,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Podgrzewana przednia szyba,Zamek centralny,Czujnik wycieraczek,Sprzêg przyczepy,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Dzielone siedzenia tylne ,£opatki przy kierownicy",34
